Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_OKC,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Shai Gilgeous-Alexander,40,31,1,7,0,0.0,0.48,0.333,0.561,33.4,-1.5,3,1.0,114.0,129.0,19.3,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,4.4,5.5,2.1,2.7,0.4958,0.3333,0.876,33.5,119.1,94.3,26.07,1.11556,43,2025,1,23,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Shai Gilgeous-Alexander,37,35,5,1,3,0.0,0.48,0.5,0.604,36.3,8.0,2,1.0,123.0,112.0,25.5,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.6,3.8,5.0,2.1,2.6,0.496,0.3333,0.876,33.779999999999994,118.9,96.8,25.6,0.980665,44,2025,1,26,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Shai Gilgeous-Alexander,39,52,3,4,1,0.0,0.552,0.333,0.68,40.8,17.6,3,0.857,138.0,118.0,37.0,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7,3.6,5.0,1.9,2.4,0.5031,0.3499,0.8617000000000001,34.03,122.9,96.4,27.360000000000003,1.04502,45,2025,1,29,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Shai Gilgeous-Alexander,30,29,6,9,0,2.0,0.5,0.167,0.594,35.9,6.2,4,0.8,130.0,105.0,24.1,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.7,3.9,5.7,1.7,2.6,0.4817,0.2666,0.8417,33.74999999999999,120.8,96.8,26.52,1.20915,46,2025,2,1,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Shai Gilgeous-Alexander,22,34,3,6,0,0.0,0.789,0.667,0.837,41.8,22.5,3,0.667,147.0,99.0,28.0,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,3.5,5.9,1.5,2.6,0.5311999999999999,0.3083,0.8142999999999999,34.379999999999995,123.5,97.8,27.34,1.2425,47,2025,2,3,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Shai Gilgeous-Alexander,34,50,8,5,2,1.0,0.621,0.429,0.729,41.2,22.9,1,0.917,157.0,107.0,43.7,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.2,4.0,5.5,1.5,2.3,0.5133,0.3179,0.8184999999999999,35.45,124.1,98.1,28.65,1.17733,48,2025,2,5,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Shai Gilgeous-Alexander,29,25,4,6,1,0.0,0.417,0.167,0.688,30.3,9.1,2,1.0,145.0,120.0,23.0,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.7,4.1,5.3,1.4,2.3,0.4896,0.3146,0.8184999999999999,34.239999999999995,124.4,99.3,27.48,1.35244,49,2025,2,7,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Shai Gilgeous-Alexander,34,32,0,8,0,2.0,0.308,0.6,0.484,38.0,8.4,0,0.813,132.0,119.0,20.8,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9,4.1,6.1,1.4,2.3,0.5204,0.3746,0.8997999999999999,38.04,137.6,111.2,29.56,1.04863,50,2025,2,8,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Shai Gilgeous-Alexander,31,31,1,2,3,1.0,0.5,0.444,0.659,34.1,8.3,1,0.875,134.0,99.0,24.6,52,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,3.9,5.3,1.3,2.2,0.5133,0.394,0.8873,38.21,135.5,111.6,28.920000000000005,1.08585,51,2025,2,10,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Shai Gilgeous-Alexander,38,32,5,9,2,0.0,0.5,0.444,0.616,30.9,14.2,1,0.667,137.0,106.0,27.4,53,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,3.6,5.7,1.2,2.0,0.5146999999999999,0.4084,0.8596,36.27,135.7,111.4,27.34,1.11972,52,2025,2,12,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Shai Gilgeous-Alexander,34,24,8,9,0,0.0,0.286,0.5,0.464,35.2,5.5,1,1.0,115.0,124.0,19.4,54,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,4.3,5.9,1.2,1.8,0.4953,0.4250999999999999,0.8596,36.45,135.8,110.9,27.35,0.97296,53,2025,2,13,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Shai Gilgeous-Alexander,32,21,2,8,1,3.0,0.438,0.25,0.563,27.6,4.0,3,1.0,122.0,108.0,18.5,55,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,4.0,6.6,1.0,1.9,0.4911,0.4000999999999999,0.8596,35.58,135.7,110.5,26.65,1.1037,54,2025,2,21,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Shai Gilgeous-Alexander,38,37,8,8,3,3.0,0.542,0.5,0.641,39.5,8.4,5,0.727,119.0,116.0,31.1,56,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,4.5,7.0,1.2,2.1,0.4901,0.4168,0.8466000000000001,35.45,133.8,110.3,26.059999999999995,1.11752,55,2025,2,23,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Shai Gilgeous-Alexander,42,39,10,8,0,0.0,0.55,0.6,0.71,30.3,9.1,4,0.824,136.0,121.0,31.2,57,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,4.9,6.9,1.2,2.1,0.4951,0.4601,0.849,34.89,134.4,111.9,26.77,1.2884,56,2025,2,24,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Shai Gilgeous-Alexander,34,27,6,5,2,0.0,0.636,0.5,0.807,24.6,9.5,3,0.923,150.0,122.0,26.0,58,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,5.2,6.8,1.4,2.1,0.4798,0.4434,0.8746,33.17,134.7,114.2,26.57,1.09031,57,2025,2,26,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Shai Gilgeous-Alexander,34,31,3,5,2,0.0,0.522,0.429,0.626,30.4,5.7,1,1.0,127.0,112.0,25.1,59,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,4.7,6.8,1.4,2.1,0.4699,0.4434,0.8829,32.09,131.7,114.7,24.71,1.35418,58,2025,2,28,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
