Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
LeBron James,37,30,12,5,2,0.0,0.5,0.429,0.598,33.1,9.4,3,0.714,116.0,110.0,24.3,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,9.1,5.7,1.4,2.1,0.5132,0.3924999999999999,0.7645,34.75,123.4,111.2,26.46,1.32998,44,2022,1,19,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
LeBron James,34,29,7,5,1,1.0,0.522,0.286,0.596,38.3,0.2,6,1.0,102.0,101.0,18.2,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,8.5,5.5,1.3,2.2,0.5134000000000001,0.364,0.7645,34.9,121.3,111.5,25.05,1.23355,45,2022,1,21,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
LeBron James,40,33,11,4,2,0.0,0.545,0.125,0.615,32.9,7.0,3,0.727,119.0,111.0,25.5,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8.2,5.5,1.3,2.5,0.5064,0.3264999999999999,0.7705,33.52,118.6,113.7,23.52,1.18216,46,2022,1,23,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
LeBron James,34,33,7,6,3,2.0,0.667,0.25,0.739,30.7,23.7,0,1.0,151.0,93.0,34.2,48,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,8.2,5.6,1.3,2.4,0.5264,0.3182,0.7955,34.06,120.7,113.0,24.48,1.29002,47,2022,1,25,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,7.7,5.1,1.3,2.2,0.4801999999999999,0.2881999999999999,0.7154999999999999,30.54,108.9,101.0,22.43,1.13784,48,2022,1,27,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,6.9,4.2,0.9,1.8,0.426,0.2714999999999999,0.6154999999999999,27.160000000000004,97.3,91.0,19.43,1.12087,49,2022,1,28,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,6.0,3.5,0.9,1.5,0.3523,0.1964999999999999,0.5155,24.25,81.6,77.8,16.160000000000004,0.909428,50,2022,1,30,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.5,5.3,2.9,0.9,1.4,0.3075,0.1714999999999999,0.4654999999999999,20.64,70.2,65.1,13.910000000000002,1.03226,51,2022,2,2,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.4,2.7,0.9,1.3,0.2684,0.1465,0.3941,16.419999999999998,60.5,51.3,12.25,1.19681,52,2022,2,3,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
LeBron James,40,29,13,10,1,0.0,0.542,0.286,0.583,29.1,10.1,3,0.5,119.0,103.0,25.9,54,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,5.0,3.0,0.9,1.5,0.2775999999999999,0.1376,0.3941,16.41,60.7,51.8,12.81,1.13596,53,2022,2,5,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
LeBron James,35,27,5,8,0,0.0,0.579,0.429,0.65,30.2,2.9,4,0.5,118.0,133.0,18.8,55,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,4.3,3.3,0.7,1.6,0.2855,0.1376,0.3727,16.119999999999997,60.9,54.1,12.26,1.08955,54,2022,2,8,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
LeBron James,37,30,7,7,3,0.0,0.591,0.429,0.668,36.9,4.1,6,1.0,108.0,107.0,23.4,56,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.2,4.3,3.5,0.9,1.6,0.2924,0.1518999999999999,0.3727,15.98,61.5,54.7,12.78,1.14055,55,2022,2,9,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
LeBron James,38,26,15,8,0,0.0,0.333,0.3,0.42,39.6,-3.2,4,0.556,93.0,117.0,15.2,57,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,4.7,3.9,0.7,1.7,0.2712,0.1694,0.3556,16.65,58.9,55.3,11.75,1.12213,56,2022,2,12,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
LeBron James,40,33,8,6,2,0.0,0.609,0.375,0.691,30.5,12.8,3,1.0,129.0,110.0,28.1,58,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.5,4.8,3.9,0.6,2.0,0.2653999999999999,0.1819,0.3556,16.630000000000003,56.7,57.0,11.14,1.02149,57,2022,2,16,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
LeBron James,36,21,11,3,1,1.0,0.333,0.25,0.488,32.4,-2.2,6,0.875,85.0,105.0,11.5,59,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,5.9,4.2,0.7,2.6,0.2987,0.2069,0.4431,19.87,65.2,67.5,12.29,1.02128,58,2022,2,25,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
LeBron James,36,32,6,3,2,2.0,0.565,0.25,0.635,37.5,6.3,7,1.0,99.0,113.0,20.6,60,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,6.5,4.5,0.9,3.3,0.3551999999999999,0.2319,0.5431,23.62,75.1,78.8,14.35,1.01053,59,2022,2,27,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
LeBron James,38,26,12,5,1,0.0,0.556,0.429,0.644,29.6,3.9,4,0.6,109.0,111.0,19.9,61,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,7.7,5.0,1.0,3.7,0.4107999999999999,0.2748,0.6031,26.58,86.0,89.9,16.34,1.01508,60,2022,3,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
LeBron James,37,26,8,4,0,1.0,0.444,0.222,0.58,31.7,-3.6,4,0.8,108.0,139.0,17.3,62,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.5,5.4,1.0,4.1,0.4551999999999999,0.297,0.6831,29.75,96.8,103.8,18.07,0.965484,61,2022,3,3,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
LeBron James,39,56,10,3,0,1.0,0.613,0.545,0.763,44.0,16.5,4,0.923,143.0,116.0,44.1,63,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,9.5,5.7,1.0,4.5,0.5165,0.3515,0.7754000000000001,34.15,111.1,115.4,22.48,1.29323,62,2022,3,5,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.7,8.2,4.7,0.9,4.2,0.4623,0.3229,0.7254,31.24,99.2,105.1,19.89,1.18683,63,2022,3,7,0,1.0,6.123233995736766e-17,0.0,1.0
LeBron James,45,23,14,12,1,4.0,0.346,0.111,0.402,30.7,-1.6,5,0.667,95.0,117.0,19.4,65,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,9.1,5.1,1.0,4.3,0.439,0.2911,0.7421,31.29,96.9,103.5,19.95,1.22939,64,2022,3,9,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
LeBron James,36,50,7,6,0,1.0,0.72,0.667,0.877,40.2,26.6,3,1.0,158.0,115.0,42.5,66,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.3,9.1,5.0,0.7,4.0,0.4519,0.3149,0.7421,31.620000000000005,101.9,104.3,21.86,1.16353,65,2022,3,11,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
LeBron James,30,31,7,6,0,1.0,0.5,0.455,0.672,37.9,10.7,4,0.857,118.0,134.0,23.6,67,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,8.3,4.8,0.7,4.0,0.4686,0.3304,0.7722,31.45,104.4,106.0,22.7,1.08308,66,2022,3,13,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
LeBron James,40,30,9,3,0,2.0,0.579,0.571,0.679,28.6,5.3,5,0.571,111.0,115.0,20.7,68,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.5,8.4,4.5,0.5,4.2,0.4655999999999999,0.35,0.7293000000000001,31.26,102.6,106.5,21.96,1.16001,67,2022,3,14,0,1.0,6.123233995736766e-17,0.0,1.0
LeBron James,37,19,5,4,1,2.0,0.381,0.125,0.409,31.2,-7.2,5,0.4,75.0,123.0,6.0,69,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,7.8,4.6,0.5,4.1,0.4704,0.3375,0.6818,31.140000000000004,101.6,108.3,21.41,1.21107,68,2022,3,16,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
LeBron James,45,36,9,7,0,2.0,0.577,0.286,0.619,32.2,6.7,3,0.571,128.0,124.0,29.4,70,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.7,8.1,5.0,0.3,3.7,0.4716,0.3411,0.6389,30.610000000000003,104.5,109.4,22.29,1.11049,69,2022,3,18,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
LeBron James,36,38,10,6,0,0.0,0.552,0.4,0.627,40.1,8.7,2,0.667,128.0,132.0,28.5,71,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.9,7.9,5.1,0.2,3.5,0.4711999999999999,0.3382,0.6456000000000001,31.660000000000004,106.4,111.5,23.15,0.999625,70,2022,3,19,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
LeBron James,41,38,10,12,1,1.0,0.586,0.0,0.618,36.6,9.0,3,1.0,129.0,121.0,35.0,72,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,8.1,5.9,0.3,3.4,0.4854,0.316,0.6656,32.15,108.5,109.7,24.92,1.07416,71,2022,3,21,0,1.0,6.123233995736766e-17,0.0,1.0
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,73,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,7.1,5.6,0.3,3.0,0.4241,0.2615,0.5732999999999999,27.75,94.2,98.1,20.51,1.10359,72,2022,3,23,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
LeBron James,42,39,9,5,0,1.0,0.519,0.538,0.658,38.0,8.2,4,0.667,119.0,124.0,27.8,74,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,8.0,6.1,0.3,3.4,0.476,0.3153,0.6399999999999999,31.55,106.1,110.5,23.29,1.10938,73,2022,3,27,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,75,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,6.6,4.9,0.2,2.9,0.4413999999999999,0.3041999999999999,0.5732999999999999,28.48,96.6,98.8,21.35,1.10406,74,2022,3,29,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,76,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.1,5.9,4.3,0.2,2.6,0.3694,0.2375,0.4732999999999999,24.46,80.8,87.3,17.1,1.24055,75,2022,3,31,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
LeBron James,40,38,8,4,1,0.0,0.565,0.375,0.672,37.6,5.0,6,0.75,111.0,115.0,24.9,77,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,6.0,4.1,0.3,2.8,0.3759,0.2294999999999999,0.4626,24.43,80.1,85.4,17.229999999999997,1.06428,76,2022,4,1,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,78,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,5.1,3.8,0.3,2.3,0.318,0.1724,0.4055000000000001,21.57,69.0,73.9,15.16,1.27775,77,2022,4,3,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,4.6,3.4,0.2,1.8,0.2799,0.1599,0.3655,18.450000000000003,61.5,61.6,14.56,1.14917,78,2022,4,5,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,3.7,2.7,0.2,1.5,0.2222,0.1313,0.3084,15.23,48.7,49.2,11.62,0.920598,79,2022,4,7,3,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,81,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,2.7,2.1,0.2,1.3,0.1669999999999999,0.0913,0.2416999999999999,11.220000000000002,35.9,36.0,8.77,1.41767,80,2022,4,8,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
LeBron James,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,82,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,1.7,0.9,0.1,1.0,0.1084,0.0913,0.1417,7.56,23.0,23.9,5.2700000000000005,1.06915,81,2022,4,10,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
